Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Combinación PRI PVEM NA PD,Combinación PRI PVEM NA,Combinación PRI PVEM PD,Combinación PRI NA PD,Combinación PVEM NA PD,Combinación PRI PVEM,Combinación PRI NA,Combinación PRI PD,Combinación PVEM NA,Combinación PVEM PD,Combinación NA PD,Combinación PRD PT,Votos Anulados
1561,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,565,241,12,72,3,120,3,10,2,0,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,565,229,23,70,3,89,2,9,7,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1561,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,565,260,23,61,5,131,6,7,2,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,15
1561,CONTIGUA 3,Ayuntamiento,Monterrey,3,Acta contabilizada,565,294,31,53,2,158,7,5,3,0,0,2,17,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13
1562,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,508,303,71,57,4,112,9,19,3,0,0,3,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1562,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,508,305,72,59,3,101,10,16,8,0,0,2,5,16,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1562,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,507,287,62,67,4,99,6,19,5,0,0,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1563,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,598,356,75,70,6,110,15,30,7,0,0,2,13,22,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1563,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,598,345,79,77,5,88,14,34,6,0,0,5,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,597,404,92,101,2,108,7,26,6,3,0,10,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1564,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,569,298,69,83,2,50,15,22,6,0,0,3,6,20,0,0,2,0,0,0,1,0,0,0,0,0,0,19
1564,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,569,289,66,82,10,37,16,14,14,2,0,4,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,14
1564,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,569,285,56,87,5,63,7,8,6,2,0,4,6,22,0,1,0,0,0,0,1,0,0,0,0,0,0,17
1565,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,502,294,48,98,4,58,8,14,6,1,0,8,9,22,0,0,0,0,0,0,4,0,0,0,0,0,0,14
1565,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,501,301,78,87,3,66,8,18,4,1,0,3,3,18,0,0,1,0,0,0,1,0,0,0,0,0,0,10
1565,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,501,265,51,81,5,53,14,16,3,0,0,5,11,16,0,0,0,0,0,0,2,0,0,0,0,0,0,8
1566,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,601,407,118,80,5,103,5,31,13,0,0,6,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1566,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,601,415,120,83,1,116,7,38,5,0,0,3,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1567,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,633,423,114,99,6,78,9,39,6,0,0,5,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1567,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,633,434,120,108,2,102,7,31,9,1,0,9,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1568,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,681,466,133,122,4,101,8,33,11,2,0,7,18,19,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1568,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,681,509,161,119,4,109,15,43,5,0,0,8,16,16,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1569,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,690,556,133,104,2,110,12,44,14,100,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1569,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,690,461,125,141,2,125,0,31,0,0,0,8,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,545,373,82,114,2,89,8,32,13,1,0,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1570,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,545,363,85,93,5,99,7,20,9,0,0,3,13,13,0,0,0,0,0,0,2,0,0,1,0,0,0,13
1571,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,566,388,73,116,2,98,17,35,12,1,0,4,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10
1571,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,565,378,86,106,4,90,11,34,8,1,0,10,9,8,0,0,0,0,0,0,1,1,0,0,0,0,0,9
1571,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,565,357,96,80,0,83,12,28,11,0,0,8,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1572,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,739,471,137,110,1,94,15,30,10,4,0,7,19,18,0,0,0,0,0,0,4,0,0,0,0,0,0,22
1572,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,739,605,149,117,1,119,118,38,8,3,0,6,20,17,0,0,2,0,0,0,0,0,0,0,0,0,0,7
1573,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,595,346,77,97,6,75,12,25,11,0,0,4,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1573,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,595,326,66,77,2,90,13,27,10,0,0,4,17,16,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1573,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,594,356,88,79,1,88,11,33,11,0,0,4,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,12
1574,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,687,481,190,97,2,71,4,62,3,0,0,8,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1574,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,687,488,190,107,2,80,7,53,6,1,0,3,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1574,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,686,502,175,134,2,90,4,55,3,1,0,12,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1574,CONTIGUA 3,Ayuntamiento,Monterrey,4,Acta contabilizada,686,451,164,104,4,80,5,59,1,0,0,6,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,CONTIGUA 4,Ayuntamiento,Monterrey,4,Acta contabilizada,686,500,192,123,2,94,2,50,1,2,0,7,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1574,CONTIGUA 5,Ayuntamiento,Monterrey,4,Acta contabilizada,686,518,215,108,2,88,5,65,2,1,0,3,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1574,CONTIGUA 6,Ayuntamiento,Monterrey,4,Acta contabilizada,686,488,189,111,1,82,4,64,7,2,0,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1575,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,669,494,180,118,2,83,5,66,3,2,0,4,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1575,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,668,501,179,131,4,77,3,75,4,1,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1575,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,668,487,181,120,2,75,3,61,6,1,0,8,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1575,CONTIGUA 3,Ayuntamiento,Monterrey,4,Acta contabilizada,668,502,187,135,1,71,3,67,7,0,0,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1576,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,661,480,165,113,3,73,6,74,3,0,0,12,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1576,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,660,469,155,125,0,77,3,68,9,1,0,6,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1576,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,660,464,165,114,2,71,6,70,2,1,0,15,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1576,CONTIGUA 3,Ayuntamiento,Monterrey,4,Acta contabilizada,660,482,165,115,4,87,1,57,4,1,0,10,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1577,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,500,376,130,81,3,64,6,46,3,0,0,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1577,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,500,354,113,83,3,68,2,58,4,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1578,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,560,399,163,70,3,77,1,52,3,0,0,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1578,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,560,405,147,89,3,73,5,42,2,0,0,11,15,9,0,1,0,0,0,0,0,0,0,0,0,0,0,8
1578,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,559,389,142,78,6,79,6,45,2,0,0,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1579,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,715,520,111,162,7,125,10,49,7,0,0,11,9,22,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1579,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,715,489,110,131,6,117,10,43,14,2,0,12,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1580,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,718,521,142,145,5,99,9,68,11,2,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1580,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,718,530,144,146,7,116,7,49,19,0,0,7,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1581,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,552,382,85,96,10,109,8,29,8,0,0,5,7,17,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1581,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,551,347,80,90,2,79,15,37,13,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1581,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,551,339,88,82,3,93,10,30,14,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,647,445,153,88,4,108,9,29,8,3,0,5,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1582,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,646,438,126,115,3,98,12,33,7,2,0,3,11,14,0,0,0,0,0,0,4,1,0,0,0,0,0,9
1583,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,674,486,143,108,4,118,9,44,10,0,0,11,18,11,0,0,0,0,0,0,1,0,1,0,0,0,0,8
1583,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,673,489,164,71,5,114,9,67,15,1,0,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1584,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,529,390,136,80,2,77,8,30,8,1,0,11,21,6,0,0,0,0,0,0,1,1,0,0,0,0,0,8
1584,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,528,399,128,78,6,94,7,29,11,0,0,10,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1584,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,528,406,142,87,1,81,8,39,10,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1585,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,655,332,57,98,5,114,10,11,6,0,0,4,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1585,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,655,350,64,108,5,102,10,20,3,1,0,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1585,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,655,321,61,95,2,85,10,23,6,0,0,2,7,20,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1585,CONTIGUA 3,Ayuntamiento,Monterrey,3,Acta contabilizada,654,372,79,95,4,130,8,22,5,1,0,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1585,CONTIGUA 4,Ayuntamiento,Monterrey,3,Acta contabilizada,654,347,88,83,6,72,9,35,9,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1586,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,593,344,95,104,4,56,8,18,6,0,0,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1586,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,592,330,80,80,7,84,8,18,8,3,0,7,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1586,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,592,360,92,100,3,89,4,23,3,0,0,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1587,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,692,418,97,121,2,104,4,39,9,1,0,5,10,17,0,0,0,0,0,0,0,1,0,0,1,0,0,7
1587,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,692,422,89,121,3,110,10,28,9,0,0,5,16,21,0,1,0,0,0,0,1,0,0,0,0,0,0,8
1587,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,692,430,94,117,4,133,7,29,6,0,0,5,11,14,0,0,0,0,0,0,2,0,0,0,0,0,0,8
1588,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,605,340,95,102,4,77,6,15,4,0,0,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1588,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,605,341,82,99,4,74,12,23,10,1,0,11,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6
1588,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,604,353,86,114,1,78,5,20,8,3,0,5,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1589,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,581,303,57,97,2,93,11,7,2,0,0,2,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1589,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,581,356,75,123,2,81,7,16,5,1,0,4,11,17,0,0,0,0,0,0,2,0,0,0,0,0,0,12
1589,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,580,323,55,110,0,84,5,25,5,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1590,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,637,312,44,88,2,134,4,9,3,0,0,3,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,13
1590,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,637,313,42,73,3,153,4,9,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1590,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,636,274,4,87,0,151,8,5,5,0,0,5,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1591,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,723,366,31,56,0,226,7,7,5,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1591,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,723,375,28,44,0,239,2,8,4,1,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1591,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,722,342,39,42,3,223,4,3,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1592,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,554,323,59,88,2,135,6,6,5,1,0,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1592,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,554,325,88,85,2,104,3,8,7,0,0,3,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,15
1592,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,554,328,77,80,2,125,9,12,7,0,0,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1593,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,548,343,97,91,1,89,5,19,4,1,0,3,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1593,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,548,337,96,68,1,97,6,22,6,1,0,7,4,14,0,0,0,0,0,0,2,0,0,0,0,0,0,13
1593,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,548,312,88,70,0,84,2,22,8,0,0,4,8,16,0,0,1,0,0,0,1,0,0,0,0,0,0,8
1594,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,556,302,51,101,4,71,14,19,6,1,0,3,8,14,0,0,0,0,0,0,1,2,0,0,0,0,0,7
1594,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,555,285,64,99,3,55,6,19,4,2,0,5,4,11,0,1,2,0,0,0,3,0,0,0,0,0,0,7
1594,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,555,311,73,113,0,63,5,12,9,1,0,3,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1595,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,731,430,117,91,7,114,9,31,3,3,0,7,8,25,0,0,0,0,0,0,1,1,0,0,0,0,0,13
1595,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,731,452,134,106,4,108,7,42,10,1,0,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1595,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,731,436,115,108,7,113,8,33,14,0,0,3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1595,CONTIGUA 3,Ayuntamiento,Monterrey,3,Acta contabilizada,731,450,129,112,4,113,9,41,9,2,0,3,7,13,0,0,0,0,0,0,2,0,0,0,0,0,0,6
1596,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,745,460,120,106,2,141,15,26,5,0,0,4,13,16,0,1,0,0,0,0,0,1,0,0,0,0,0,10
1596,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,744,508,108,132,3,159,6,44,8,1,0,6,15,12,0,0,1,0,0,0,0,0,0,0,0,0,0,13
1597,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,660,412,100,125,6,91,16,29,7,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1597,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,659,438,107,113,5,112,12,27,8,0,0,10,13,19,0,0,0,0,0,0,1,0,0,0,0,0,0,11
1598,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,522,361,101,94,7,91,3,24,7,0,0,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1598,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,522,367,99,86,1,82,9,32,9,0,0,11,12,15,0,1,0,0,0,0,0,0,0,0,0,0,0,10
1598,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,521,367,120,86,0,93,4,17,6,0,0,10,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1599,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,694,422,130,99,10,75,8,45,6,0,0,4,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1599,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,693,432,137,96,3,80,10,32,8,2,0,8,21,10,0,0,0,0,0,0,0,1,0,0,0,0,0,24
1599,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,693,409,126,95,4,86,12,46,7,0,0,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1600,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,639,381,91,120,3,62,2,37,10,0,0,3,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,19
1600,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,638,399,91,106,5,98,4,31,10,1,0,7,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1600,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,638,374,76,102,2,77,4,29,7,0,0,10,27,16,0,0,0,0,0,0,0,0,0,0,1,0,0,23
1601,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,706,508,196,99,4,93,3,63,3,1,0,12,18,9,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1601,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,706,517,178,129,1,83,5,72,8,1,0,3,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1601,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,706,553,192,137,1,91,3,66,7,1,0,11,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1602,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,618,440,163,111,1,74,2,47,6,3,0,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1602,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,617,438,146,124,3,77,4,48,4,3,0,6,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,617,428,134,86,3,84,5,59,5,0,0,7,23,12,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1603,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,697,374,85,116,1,76,12,26,5,2,0,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1603,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,696,377,68,110,1,97,22,19,12,3,0,3,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1603,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,696,353,63,112,3,82,15,28,6,0,0,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1604,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,591,405,110,115,3,75,8,36,5,0,0,9,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1604,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,591,366,108,102,5,65,5,43,7,0,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1604,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,591,395,127,104,3,77,5,38,7,1,0,5,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1605,BASICA,Ayuntamiento,Monterrey,4,Acta contabilizada,545,383,115,87,1,110,7,25,4,1,0,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1605,CONTIGUA 1,Ayuntamiento,Monterrey,4,Acta contabilizada,544,358,120,106,2,70,8,26,4,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,CONTIGUA 2,Ayuntamiento,Monterrey,4,Acta contabilizada,544,385,125,91,4,92,3,33,7,3,0,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1606,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,416,255,48,74,3,61,10,18,11,0,0,3,8,11,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1607,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,619,391,111,102,8,82,11,20,12,4,0,7,8,12,0,0,0,0,0,0,3,0,0,0,0,0,0,11
1607,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,618,380,100,96,9,97,10,23,9,0,0,8,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,10
1608,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,512,335,92,90,1,79,4,31,8,0,0,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1608,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,511,348,102,73,4,87,7,26,9,2,0,5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1608,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,511,343,115,77,2,83,6,25,8,0,0,8,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1609,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,573,346,82,90,3,75,16,39,3,0,0,5,6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,14
1609,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,573,372,105,102,3,68,9,30,7,5,0,10,10,12,0,0,0,0,0,0,1,0,0,1,0,0,0,9
1610,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,611,345,82,103,7,85,8,19,12,2,0,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,610,357,74,134,3,70,9,20,8,0,0,3,9,14,0,0,0,0,0,0,3,0,0,0,0,0,0,10
1611,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,414,251,66,79,5,49,7,14,7,1,0,7,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,5
1611,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,413,266,63,78,4,56,8,17,4,1,0,7,8,14,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1612,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,572,280,77,120,0,29,7,6,3,1,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1612,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,572,249,61,101,0,38,7,13,3,0,0,3,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,7
