Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Combinación PRI PVEM NA PD,Combinación PRI PVEM NA,Combinación PRI PVEM PD,Combinación PRI NA PD,Combinación PVEM NA PD,Combinación PRI PVEM,Combinación PRI NA,Combinación PRI PD,Combinación PVEM NA,Combinación PVEM PD,Combinación NA PD,Combinación PRD PT,Votos Anulados
1508,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,732,436,115,120,0,89,12,30,11,3,0,7,13,17,0,0,3,0,0,0,2,0,0,0,0,0,0,14
1508,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,732,458,84,149,3,99,7,43,11,1,0,7,13,24,0,0,0,0,0,0,2,0,0,0,0,0,0,15
1509,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,503,280,55,79,2,58,9,34,12,1,0,5,5,9,0,0,1,0,0,0,1,0,0,0,0,0,0,9
1509,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,502,318,62,123,0,68,11,17,6,0,0,5,11,7,0,2,1,0,0,0,1,0,0,0,0,0,0,4
1509,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,502,309,49,113,2,78,5,21,7,1,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1510,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,600,322,117,96,5,9,11,36,10,1,0,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1510,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,599,391,94,98,4,113,13,23,10,0,0,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1510,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,599,386,108,94,3,98,11,28,0,1,0,6,9,13,0,0,1,0,0,0,0,1,0,0,0,0,0,13
1511,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,724,500,153,114,7,108,4,37,12,0,0,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1511,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,724,724,119,99,5,124,12,30,5,2,0,6,25,32,0,0,3,0,0,0,1,1,0,0,0,0,0,260
1512,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,543,393,110,107,3,84,9,25,12,0,0,1,14,16,0,1,0,0,0,0,0,0,0,0,0,0,0,11
1512,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,543,389,105,113,3,82,6,26,4,0,0,7,15,15,0,0,0,0,0,0,2,1,0,0,0,0,0,10
1512,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,543,367,95,110,2,74,5,24,7,0,0,9,13,14,0,0,1,0,0,0,1,0,0,0,0,0,0,12
1513,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,670,403,86,99,9,101,17,24,4,1,0,5,10,35,0,0,0,0,0,0,1,0,0,0,0,0,0,11
1513,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,670,388,79,102,3,102,13,22,9,1,0,7,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,669,396,83,97,8,88,5,31,5,1,0,11,9,47,0,0,0,0,0,0,1,0,0,0,0,0,0,10
1513,CONTIGUA 3,Ayuntamiento,Monterrey,3,Acta contabilizada,669,424,95,114,2,113,11,28,5,0,0,6,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1514,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,518,344,88,85,1,80,11,20,14,0,0,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1514,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,518,388,119,87,5,86,9,36,7,2,0,5,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1514,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,517,361,90,97,2,81,3,27,13,1,0,3,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1515,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,589,436,158,94,3,96,8,25,12,1,0,6,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,10
1515,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,588,423,137,105,4,92,5,29,7,0,0,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1516,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,704,482,128,139,13,106,11,26,12,0,0,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1516,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,704,505,152,144,9,102,9,26,17,0,0,6,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1517,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,603,341,56,130,0,60,15,13,3,0,0,6,9,27,0,0,0,0,0,0,2,0,0,0,0,0,0,20
1517,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,603,348,67,120,6,69,10,18,6,0,0,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1517,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,603,321,79,107,3,55,9,17,8,1,0,4,7,21,0,0,1,0,0,0,0,0,0,1,0,0,0,8
1518,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,586,327,71,126,2,55,8,12,8,0,0,4,6,21,0,0,2,0,0,0,0,0,0,0,0,0,0,12
1518,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,585,295,54,133,2,48,8,9,4,1,0,7,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1518,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,585,304,63,130,4,49,10,6,3,2,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1518,CONTIGUA 3,Ayuntamiento,Monterrey,2,Acta contabilizada,585,268,35,133,2,51,5,11,2,1,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1519,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,742,378,30,205,4,77,10,7,10,0,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1519,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,741,366,46,193,1,67,0,5,0,0,0,3,5,14,0,0,0,0,0,0,16,0,0,0,0,0,0,16
1519,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,741,382,37,213,3,79,3,4,6,1,0,2,8,12,0,0,1,0,0,0,2,2,0,0,0,0,0,9
1520,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,606,313,37,143,2,79,6,7,4,0,0,2,11,10,0,0,1,0,0,0,2,0,0,0,0,0,0,9
1520,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,606,293,34,133,0,82,9,7,5,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1520,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,606,319,28,149,3,103,10,5,1,0,0,2,3,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1520,CONTIGUA 3,Ayuntamiento,Monterrey,2,Acta contabilizada,606,325,35,137,2,93,7,12,7,0,0,2,6,12,0,0,1,0,0,0,2,0,0,0,0,0,0,9
1521,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,614,316,55,134,2,76,6,6,3,0,0,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1521,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,614,291,42,135,0,62,10,8,6,0,0,2,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,613,292,43,100,1,70,6,4,5,0,0,1,8,39,0,0,1,0,0,0,2,1,0,0,0,0,0,11
1521,CONTIGUA 3,Ayuntamiento,Monterrey,2,Acta contabilizada,613,312,49,108,3,80,11,16,0,1,0,2,4,24,0,0,0,0,0,0,2,0,0,0,0,0,0,12
1522,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,709,354,55,128,3,126,0,5,0,0,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1522,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,709,339,48,108,0,115,13,10,3,0,0,3,4,13,0,0,1,0,0,0,2,0,0,0,0,0,0,19
1522,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,709,362,42,123,3,118,11,5,5,1,0,3,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1523,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,612,389,73,162,2,76,12,7,5,0,0,2,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1523,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,612,330,80,112,2,56,8,16,5,0,0,1,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,612,372,69,117,2,85,10,22,13,0,0,2,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1524,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,593,343,72,113,1,74,11,15,4,0,0,6,6,33,0,0,0,0,0,0,2,0,0,0,0,0,0,6
1524,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,593,328,72,123,4,50,9,13,8,3,0,3,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1524,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,593,342,71,127,3,67,7,13,4,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1525,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,561,336,89,106,2,59,8,17,13,0,0,4,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1525,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,560,295,63,103,6,64,10,12,3,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1525,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,560,363,63,119,2,96,14,14,6,0,0,3,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1526,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,682,470,137,120,4,107,6,37,8,2,0,10,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,681,482,148,114,5,110,10,40,11,0,0,3,13,11,0,0,0,0,0,0,2,0,0,0,0,0,0,15
1527,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,558,384,101,81,6,99,12,29,13,0,0,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1527,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,557,382,107,94,1,75,8,32,15,0,0,8,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1527,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,557,393,117,88,4,80,10,30,15,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1528,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,505,354,100,101,3,77,8,13,13,3,0,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1528,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,505,353,110,79,3,83,10,18,11,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1528,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,504,357,116,80,2,81,10,24,9,1,0,3,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1529,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,691,396,89,121,4,86,17,22,18,0,0,11,11,9,0,0,0,0,0,0,2,0,0,0,0,0,0,6
1529,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,691,388,89,110,4,79,12,45,7,0,0,2,6,13,0,0,0,0,0,0,1,0,0,1,0,0,0,19
1530,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,745,436,93,131,1,93,8,37,8,2,0,7,18,24,0,0,0,0,0,0,1,4,0,0,0,0,0,9
1530,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,745,449,115,136,2,98,10,31,9,0,0,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1531,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,625,376,92,97,1,88,13,28,11,1,0,3,12,17,0,1,0,0,0,0,0,0,0,0,0,0,0,12
1531,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,625,380,108,90,3,72,12,29,8,0,0,16,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,10
1531,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,624,374,90,108,1,73,13,28,10,0,0,5,8,18,0,0,0,0,0,0,2,0,0,0,0,0,0,18
1532,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,685,454,155,91,4,86,11,61,6,0,0,11,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1532,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,685,497,164,89,3,102,8,65,10,1,0,8,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1532,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,684,435,140,71,4,95,8,54,13,0,0,8,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1532,CONTIGUA 3,Ayuntamiento,Monterrey,1,Acta contabilizada,684,477,162,85,3,117,8,47,9,1,0,8,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1533,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,684,439,116,95,3,95,9,45,25,2,0,8,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1533,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,684,423,103,99,5,121,13,32,5,1,0,7,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1533,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,683,409,112,85,5,101,10,30,15,1,0,8,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1534,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,546,357,104,73,6,82,12,31,10,0,0,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1534,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,545,339,89,90,1,72,10,31,6,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1534,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,545,345,97,85,2,86,12,26,5,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1535,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,705,446,128,77,3,145,12,36,12,1,0,9,13,0,0,0,2,0,0,0,2,1,0,0,0,0,0,5
1535,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,705,446,125,104,5,25,23,73,25,1,0,17,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1535,CONTIGUA 2,Ayuntamiento,Monterrey,1,Acta contabilizada,705,449,111,83,3,127,13,44,12,1,0,9,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1535,ESPECIAL 1,Ayuntamiento,Monterrey,1,Acta contabilizada,0,58,19,15,0,14,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1536,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,671,384,81,147,3,81,14,18,7,2,0,5,16,4,0,0,0,0,0,0,3,2,0,0,0,0,0,1
1536,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,671,378,90,132,4,70,16,26,11,2,0,4,3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1537,BASICA,Ayuntamiento,Monterrey,1,Acta contabilizada,652,345,78,134,5,67,13,8,0,4,0,9,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
1537,CONTIGUA 1,Ayuntamiento,Monterrey,1,Acta contabilizada,651,357,64,139,4,62,14,19,12,1,0,4,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,14
1538,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,680,456,143,93,1,119,8,37,5,0,0,7,12,14,0,0,0,0,0,0,2,0,1,0,0,0,0,14
1538,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,679,472,146,108,5,112,11,35,11,2,0,7,7,13,0,0,0,0,0,0,1,0,1,0,0,0,0,13
1539,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,644,402,100,111,4,79,15,30,10,0,0,9,9,17,0,0,1,0,0,0,1,0,0,0,0,0,0,16
1539,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,643,356,91,108,6,54,17,17,12,2,0,12,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1539,ESPECIAL 1,Ayuntamiento,Monterrey,3,Acta contabilizada,0,81,13,22,1,21,1,5,4,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1540,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,724,481,138,119,4,109,16,28,8,0,0,3,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1540,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,724,512,129,135,9,127,23,26,17,2,0,5,8,16,0,0,0,0,0,0,0,0,0,1,0,0,0,14
1541,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,535,303,68,86,6,41,22,26,3,0,0,6,6,26,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1541,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,535,299,62,91,7,71,19,17,9,0,0,3,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1541,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,534,314,66,108,4,51,11,18,6,0,0,6,7,21,0,0,1,0,0,0,1,0,0,0,0,0,0,14
1542,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,545,367,121,99,2,75,12,19,5,0,0,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1542,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,544,354,114,92,1,68,13,23,5,0,0,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1543,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,589,390,132,106,4,79,5,24,6,2,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1543,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,589,365,119,83,7,68,0,20,8,0,0,9,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1544,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,551,364,65,129,1,85,12,24,3,0,0,4,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,16
1544,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,550,315,56,115,2,60,10,20,8,1,0,6,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,15
1544,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,550,333,68,124,6,61,6,23,10,0,0,2,6,12,0,1,0,0,0,0,1,0,0,0,0,0,0,13
1545,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,631,359,66,94,4,81,13,15,13,1,0,5,9,38,0,0,1,0,0,0,3,0,0,0,0,0,0,16
1545,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,631,282,84,107,2,6,7,17,10,0,0,0,5,31,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1545,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,630,397,82,124,2,87,16,20,10,1,0,10,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,613,347,68,129,0,80,3,15,3,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1546,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,613,345,67,121,1,74,7,15,3,0,0,8,12,30,0,0,0,0,0,0,2,0,0,0,0,0,0,5
1546,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,612,367,75,145,2,62,6,16,5,3,0,6,5,34,0,0,0,1,0,0,0,0,0,0,0,0,0,7
1547,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,587,278,47,113,0,81,3,8,4,0,0,2,2,11,0,0,0,0,0,0,2,0,0,0,0,0,0,5
1547,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,587,328,42,136,2,80,9,8,7,0,0,9,2,20,0,0,0,0,0,0,2,0,0,0,0,0,0,11
1547,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,586,320,50,107,3,85,4,16,7,0,0,5,8,22,0,0,0,0,0,0,2,0,0,0,0,0,0,11
1548,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,720,352,51,178,1,64,4,10,3,1,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1548,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,719,362,45,172,3,83,7,10,5,1,0,3,3,9,0,0,1,0,0,0,4,0,0,0,0,0,0,16
1548,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,719,348,41,184,4,65,6,10,4,0,0,1,6,13,0,0,1,0,0,0,3,0,1,0,0,0,0,9
1549,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,518,251,24,100,3,73,8,5,5,0,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1549,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,518,258,37,93,1,78,10,8,4,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1549,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,518,238,38,81,1,71,5,3,6,1,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1550,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,552,271,28,71,1,129,2,6,4,0,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1550,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,551,262,22,52,0,156,5,3,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1550,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,551,236,19,52,1,134,1,5,0,0,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1551,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,750,338,44,99,2,138,4,8,5,2,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1551,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,749,356,39,128,0,137,4,7,4,0,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1551,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,749,334,57,110,1,128,8,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,16
1552,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,563,289,45,111,1,88,5,13,3,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1552,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,563,294,30,107,0,105,7,5,4,1,0,2,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,16
1552,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,563,281,46,100,89,4,9,8,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1552,CONTIGUA 3,Ayuntamiento,Monterrey,2,Acta contabilizada,562,284,37,116,2,93,5,9,2,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1553,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,621,318,57,129,1,64,8,8,6,1,0,2,8,26,0,0,1,0,0,0,1,0,0,0,0,0,0,6
1553,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,621,343,74,145,1,65,5,0,5,0,0,1,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1553,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,620,349,72,124,2,67,5,12,11,1,0,6,9,20,0,0,2,0,0,0,0,0,0,0,0,0,0,18
1554,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,742,400,69,154,2,91,9,10,8,1,0,3,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1554,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,742,404,92,138,1,79,9,21,6,3,0,11,8,23,0,0,0,0,0,0,3,0,0,0,0,0,0,10
1555,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,595,342,70,130,1,60,7,15,10,0,0,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1555,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,595,338,65,134,2,55,8,13,4,1,0,8,5,23,0,0,1,0,0,0,3,0,0,0,0,0,0,16
1555,CONTIGUA 2,Ayuntamiento,Monterrey,2,Acta contabilizada,594,353,58,126,1,88,7,15,3,0,0,2,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1556,BASICA,Ayuntamiento,Monterrey,2,Acta contabilizada,682,302,62,50,1,88,7,21,5,1,0,6,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1556,CONTIGUA 1,Ayuntamiento,Monterrey,2,Acta contabilizada,682,414,93,139,5,77,11,16,8,0,0,7,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1557,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,690,497,147,153,6,104,8,42,8,2,0,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1558,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,668,474,152,117,0,101,0,48,4,1,0,10,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1559,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,678,441,167,101,3,87,4,24,8,0,0,4,19,15,0,0,0,0,0,0,0,0,1,0,0,0,0,8
1559,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,678,427,138,96,4,77,5,34,15,1,0,6,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1560,BASICA,Ayuntamiento,Monterrey,3,Acta contabilizada,592,390,114,106,3,76,7,36,14,0,0,4,11,10,0,0,0,0,0,0,2,0,0,0,0,0,0,7
1560,CONTIGUA 1,Ayuntamiento,Monterrey,3,Acta contabilizada,592,387,114,77,2,97,13,35,8,0,0,5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1560,CONTIGUA 2,Ayuntamiento,Monterrey,3,Acta contabilizada,592,399,119,100,2,102,15,17,2,2,0,4,12,16,0,0,1,0,0,0,0,0,0,0,0,0,0,7
